YearsExperience,EducationLevel,Age,JobRole,Location,Certifications,PreviousCompanies,PerformanceRating,TechStack,Department,WorkingHours,LeavesTaken,Gender,EmploymentType,RemoteWork,Salary
6,5,33,Lead,Bangalore,5,0,1,SQL,Operations,42,16,Other,Contract,1,42000.0
1,4,23,Lead,Delhi,4,2,2,JavaScript,IT,58,21,Other,FullTime,0,30800.0
14,3,22,Manager,Mumbai,5,3,1,SQL,Admin,35,22,Male,FullTime,1,46900.0
7,4,48,Consultant,Bangalore,4,5,1,JavaScript,Operations,46,16,Other,FullTime,1,32300.0
21,4,24,Lead,Hyderabad,2,1,3,Python,Admin,43,17,Other,PartTime,1,61500.0
19,1,43,Consultant,Pune,1,5,3,SQL,HR,47,11,Female,Contract,1,32400.0
24,5,54,Engineer,Delhi,0,4,1,JavaScript,Admin,51,9,Other,FullTime,0,84500.0
14,4,27,Director,Mumbai,1,5,1,JavaScript,HR,35,2,Other,Contract,1,42200.0
25,2,50,Engineer,Mumbai,1,2,1,Java,Finance,41,15,Female,FullTime,1,78200.0
7,5,29,Intern,Pune,3,5,1,C++,Operations,56,28,Other,PartTime,1,52900.0
28,1,39,Engineer,Bangalore,4,1,4,Java,Admin,42,16,Other,Contract,0,60800.0
9,1,29,Analyst,Chennai,2,0,2,Java,Admin,35,8,Other,PartTime,1,14400.0
18,2,43,Consultant,Bangalore,4,2,2,JavaScript,Operations,45,20,Other,PartTime,1,34900.0
2,1,31,Manager,Bangalore,3,2,2,Java,IT,41,3,Other,FullTime,0,13200.0
19,5,33,Manager,Mumbai,1,5,3,Python,Finance,49,19,Female,Contract,0,64600.0
13,3,49,Analyst,Hyderabad,0,1,3,Python,IT,43,14,Male,PartTime,1,39400.0
8,3,51,Engineer,Bangalore,4,3,2,Java,IT,42,12,Female,FullTime,1,61500.0
8,4,28,Engineer,Chennai,1,5,1,JavaScript,Operations,36,4,Other,Contract,0,41100.0
20,1,39,Director,Pune,2,1,4,SQL,Admin,55,20,Male,FullTime,1,56300.0
27,5,25,Director,Mumbai,3,3,2,C++,Admin,54,1,Female,Contract,1,61200.0
24,2,47,Manager,Chennai,2,4,2,Python,HR,42,20,Other,FullTime,0,88400.0
5,2,59,Engineer,Mumbai,5,4,5,Python,IT,58,27,Male,FullTime,0,38600.0
7,5,34,Intern,Pune,1,3,4,Python,Operations,54,14,Other,FullTime,1,47700.0
10,5,42,Director,Mumbai,0,4,5,JavaScript,HR,56,30,Female,Contract,0,43800.0
7,2,42,Consultant,Bangalore,5,5,5,Java,Finance,40,14,Male,Contract,1,8100.0
11,1,25,Analyst,Mumbai,3,3,1,SQL,Admin,39,1,Male,FullTime,0,30900.0
9,4,36,Engineer,Hyderabad,1,3,3,Python,Finance,58,25,Other,Contract,1,35200.0
30,4,59,Intern,Chennai,4,1,1,JavaScript,HR,59,16,Female,Contract,1,71900.0
22,4,46,Lead,Pune,0,0,1,C++,Finance,54,22,Other,PartTime,1,72200.0
3,5,36,Director,Delhi,3,4,5,JavaScript,HR,59,15,Female,Contract,0,35000.0
15,2,32,Analyst,Mumbai,5,1,3,C++,HR,49,2,Other,FullTime,1,59000.0
19,2,36,Analyst,Bangalore,3,1,3,C++,Operations,44,29,Other,PartTime,1,54900.0
5,2,60,Consultant,Delhi,5,5,3,Java,Finance,53,27,Other,PartTime,0,14100.0
29,2,32,Lead,Hyderabad,5,5,4,JavaScript,Admin,50,2,Other,FullTime,1,58200.0
8,2,52,Consultant,Pune,4,2,5,C++,IT,36,19,Other,PartTime,0,44400.0
22,3,25,Consultant,Chennai,2,4,4,Java,IT,52,20,Female,FullTime,1,65400.0
4,5,56,Director,Hyderabad,1,4,4,Python,Operations,40,18,Other,PartTime,1,42900.0
20,5,48,Consultant,Bangalore,1,0,5,C++,Finance,37,11,Male,FullTime,0,60600.0
23,3,64,Manager,Delhi,1,4,4,JavaScript,Operations,45,0,Female,FullTime,0,73700.0
5,4,24,Analyst,Pune,3,1,2,SQL,Finance,52,14,Male,Contract,1,43900.0
16,1,59,Engineer,Hyderabad,5,1,4,C++,Admin,38,14,Other,FullTime,1,40100.0
16,5,59,Manager,Mumbai,4,2,4,JavaScript,IT,47,30,Other,Contract,0,51300.0
24,5,49,Intern,Delhi,3,3,5,JavaScript,Operations,35,28,Male,FullTime,1,79100.0
23,3,39,Analyst,Chennai,5,0,1,SQL,Finance,37,23,Male,Contract,1,53600.0
21,5,45,Analyst,Bangalore,3,5,1,JavaScript,Finance,43,19,Female,PartTime,1,69200.0
12,5,55,Consultant,Bangalore,5,0,4,Java,HR,54,22,Male,PartTime,1,57600.0
16,4,44,Lead,Chennai,4,3,2,C++,Admin,53,2,Female,Contract,1,67900.0
13,3,39,Director,Bangalore,0,1,5,SQL,IT,59,9,Male,Contract,0,42500.0
1,5,43,Director,Bangalore,0,0,5,Java,Admin,59,29,Male,PartTime,0,39300.0
25,2,51,Intern,Chennai,4,4,4,SQL,Operations,48,13,Other,FullTime,1,72100.0
18,3,39,Lead,Bangalore,0,4,4,SQL,HR,38,11,Male,FullTime,0,68700.0
25,4,52,Lead,Chennai,2,5,2,Java,Admin,42,25,Male,Contract,1,96900.0
27,1,33,Intern,Bangalore,1,2,4,JavaScript,Admin,47,27,Female,Contract,1,72500.0
2,5,38,Consultant,Hyderabad,5,2,2,Python,Operations,38,24,Female,Contract,1,42100.0
1,2,27,Manager,Hyderabad,5,5,3,JavaScript,Operations,37,24,Female,PartTime,0,0.0
27,2,44,Manager,Hyderabad,0,0,3,SQL,IT,49,3,Other,FullTime,0,71400.0
1,1,37,Intern,Delhi,1,3,3,Python,Admin,59,21,Female,Contract,0,15500.0
21,3,35,Lead,Chennai,4,5,1,Python,HR,52,1,Other,Contract,1,54400.0
6,4,29,Manager,Hyderabad,4,1,1,JavaScript,IT,44,1,Male,Contract,1,40800.0
3,5,54,Engineer,Bangalore,2,5,5,SQL,Admin,47,17,Female,PartTime,0,41700.0
16,5,55,Intern,Chennai,5,3,4,C++,HR,46,22,Female,PartTime,1,53100.0
5,5,28,Lead,Chennai,1,1,5,C++,HR,51,20,Female,Contract,0,31600.0
6,2,31,Intern,Bangalore,0,3,3,Java,Finance,50,8,Female,PartTime,1,30700.0
19,3,44,Director,Pune,5,3,3,C++,Admin,57,28,Other,PartTime,0,71800.0
5,1,62,Director,Pune,2,1,2,Java,Operations,44,4,Male,FullTime,0,1900.0
8,3,50,Lead,Mumbai,0,3,4,C++,Operations,41,2,Other,FullTime,1,30100.0
19,4,41,Director,Chennai,1,2,3,JavaScript,Admin,45,2,Other,PartTime,0,54300.0
27,4,63,Analyst,Pune,0,5,1,JavaScript,Admin,36,26,Male,Contract,0,71900.0
30,1,55,Engineer,Pune,2,2,2,SQL,Admin,52,23,Female,Contract,0,90000.0
29,2,32,Analyst,Delhi,5,4,1,SQL,HR,48,2,Male,Contract,1,75200.0
25,1,29,Lead,Delhi,0,2,2,C++,Admin,57,11,Other,FullTime,0,67800.0
3,4,32,Director,Mumbai,0,0,5,SQL,HR,56,7,Female,FullTime,1,34500.0
25,2,48,Consultant,Hyderabad,3,1,5,SQL,Admin,36,22,Female,PartTime,0,70900.0
27,3,49,Intern,Pune,5,1,2,C++,Finance,49,2,Other,Contract,0,66600.0
4,4,60,Manager,Hyderabad,3,0,2,Java,Finance,52,18,Male,Contract,1,36500.0
18,2,55,Analyst,Chennai,1,1,1,C++,Finance,58,25,Other,PartTime,0,43100.0
9,2,49,Analyst,Bangalore,2,3,5,Python,Admin,35,26,Female,FullTime,1,33600.0
17,5,26,Director,Chennai,5,2,1,JavaScript,IT,59,1,Female,FullTime,0,62700.0
14,3,36,Manager,Mumbai,3,2,1,Python,Operations,55,21,Male,FullTime,0,58000.0
24,2,48,Lead,Hyderabad,3,1,3,SQL,Finance,59,12,Other,FullTime,0,60400.0
28,1,21,Director,Delhi,4,1,3,SQL,HR,47,0,Female,FullTime,0,68800.0
0,3,49,Engineer,Chennai,4,2,4,SQL,Admin,45,26,Female,FullTime,1,18200.0
4,3,60,Engineer,Mumbai,2,5,5,JavaScript,IT,36,23,Other,FullTime,1,24700.0
4,4,26,Lead,Pune,0,2,5,C++,Operations,46,2,Other,FullTime,0,15900.0
7,3,47,Lead,Pune,3,5,4,JavaScript,Finance,52,20,Male,Contract,0,33000.0
21,3,57,Engineer,Chennai,3,4,4,Java,Admin,35,19,Other,PartTime,1,64900.0
21,5,42,Consultant,Hyderabad,1,5,1,C++,IT,48,20,Other,FullTime,0,88600.0
21,3,27,Intern,Bangalore,4,3,2,Python,IT,44,12,Male,PartTime,0,51100.0
19,2,21,Intern,Pune,2,5,3,Python,Admin,37,26,Female,FullTime,0,46600.0
14,1,33,Manager,Delhi,4,1,3,SQL,IT,46,9,Male,Contract,0,29100.0
16,5,64,Lead,Mumbai,1,4,1,Java,HR,47,18,Other,Contract,0,52900.0
18,5,34,Engineer,Hyderabad,3,2,4,SQL,Admin,56,25,Other,PartTime,1,51100.0
28,5,35,Manager,Pune,0,3,1,Python,Admin,37,2,Other,FullTime,0,90700.0
12,5,32,Intern,Delhi,4,0,5,SQL,HR,44,6,Female,PartTime,0,36700.0
30,4,61,Manager,Pune,3,5,4,JavaScript,IT,35,8,Female,PartTime,0,82700.0
25,5,24,Lead,Hyderabad,0,5,5,SQL,IT,43,23,Female,FullTime,1,62200.0
27,4,64,Analyst,Hyderabad,4,5,1,Python,Operations,58,18,Other,Contract,0,70900.0
26,4,63,Manager,Chennai,3,4,3,Python,Finance,59,24,Other,FullTime,0,79400.0
21,3,41,Lead,Delhi,5,5,3,Java,Admin,51,26,Male,Contract,1,61400.0
20,1,22,Manager,Bangalore,5,0,4,Python,HR,38,5,Male,PartTime,1,40200.0
9,3,41,Consultant,Hyderabad,0,4,4,C++,Operations,53,5,Other,FullTime,1,26100.0
16,4,34,Consultant,Bangalore,3,2,4,Java,Operations,55,6,Female,PartTime,1,70900.0
4,3,64,Director,Pune,1,4,1,JavaScript,Operations,55,11,Female,FullTime,0,46400.0
17,2,22,Consultant,Bangalore,2,4,2,Python,Admin,52,5,Other,FullTime,0,23000.0
16,5,31,Manager,Hyderabad,2,3,4,Python,Operations,43,27,Male,FullTime,1,56200.0
3,5,57,Analyst,Chennai,1,5,1,Java,Finance,55,0,Male,PartTime,1,34900.0
21,4,34,Intern,Mumbai,3,4,3,JavaScript,Operations,45,5,Male,FullTime,0,47500.0
6,3,40,Manager,Mumbai,4,0,1,JavaScript,Operations,42,23,Male,Contract,1,53100.0
24,2,55,Analyst,Hyderabad,3,5,5,SQL,Operations,41,8,Male,FullTime,0,83100.0
4,2,47,Engineer,Pune,4,5,1,Python,Operations,46,11,Female,FullTime,1,21700.0
7,2,26,Consultant,Chennai,5,1,4,Java,Admin,42,20,Female,Contract,0,22400.0
7,4,27,Analyst,Mumbai,5,2,5,JavaScript,Finance,35,22,Other,FullTime,0,40300.0
10,3,21,Manager,Hyderabad,0,0,4,Python,IT,57,15,Female,FullTime,1,45900.0
8,2,33,Consultant,Delhi,2,4,3,C++,Finance,35,24,Other,Contract,0,34300.0
18,2,58,Engineer,Hyderabad,5,0,2,Python,HR,53,14,Male,Contract,1,49600.0
18,3,37,Intern,Hyderabad,5,3,1,C++,Operations,56,2,Other,Contract,0,60300.0
8,3,58,Intern,Bangalore,4,2,2,JavaScript,Operations,40,7,Male,FullTime,0,35100.0
22,5,56,Consultant,Bangalore,1,5,3,Java,HR,40,22,Female,PartTime,0,85700.0
30,1,58,Engineer,Chennai,5,3,4,JavaScript,HR,48,17,Female,Contract,1,65700.0
19,1,21,Engineer,Mumbai,5,1,5,Python,IT,38,12,Female,PartTime,0,52500.0
30,2,21,Engineer,Chennai,2,0,1,SQL,Operations,35,15,Female,Contract,1,47400.0
16,3,39,Manager,Bangalore,0,4,2,SQL,Finance,35,14,Male,FullTime,1,56500.0
15,5,50,Lead,Hyderabad,4,3,2,Java,Admin,58,29,Female,FullTime,0,59300.0
6,4,33,Analyst,Bangalore,1,2,5,SQL,HR,52,21,Other,Contract,0,35900.0
25,1,27,Lead,Hyderabad,0,4,5,Python,HR,54,6,Male,Contract,0,76200.0
21,1,63,Lead,Chennai,3,5,4,SQL,Admin,58,12,Other,Contract,0,62400.0
2,3,40,Analyst,Chennai,2,2,3,SQL,Finance,48,28,Other,Contract,1,23800.0
29,4,64,Director,Chennai,2,2,5,Python,Admin,42,18,Other,FullTime,0,77400.0
20,1,29,Analyst,Chennai,2,5,1,Python,HR,47,15,Other,FullTime,0,52700.0
18,5,33,Director,Chennai,1,2,1,SQL,IT,55,4,Other,PartTime,0,53600.0
7,1,59,Analyst,Hyderabad,0,4,4,Python,HR,57,17,Male,FullTime,0,30900.0
4,3,40,Intern,Pune,1,4,1,C++,HR,39,11,Other,PartTime,1,33300.0
25,3,45,Lead,Pune,5,4,5,JavaScript,Finance,52,21,Female,Contract,0,74500.0
25,4,25,Lead,Hyderabad,2,2,2,JavaScript,Finance,43,29,Other,FullTime,1,84200.0
5,1,45,Intern,Chennai,3,4,2,SQL,Finance,55,0,Female,FullTime,1,26900.0
1,4,32,Analyst,Chennai,5,2,5,C++,Finance,57,7,Other,PartTime,0,22100.0
23,1,46,Engineer,Hyderabad,1,4,3,C++,Admin,42,12,Other,PartTime,0,46400.0
24,2,42,Director,Hyderabad,5,0,1,Java,Admin,48,2,Female,FullTime,0,75300.0
18,1,21,Engineer,Chennai,4,3,2,JavaScript,Operations,57,7,Other,PartTime,0,46700.0
12,3,28,Consultant,Pune,4,0,2,Java,Finance,55,0,Male,FullTime,1,48900.0
30,3,56,Director,Mumbai,2,1,4,C++,Operations,44,4,Male,PartTime,1,79000.0
5,2,23,Intern,Delhi,2,0,4,Java,Finance,59,5,Other,PartTime,1,36500.0
5,1,42,Lead,Mumbai,1,5,3,Java,Finance,51,11,Other,PartTime,0,-4100.0
1,1,60,Director,Pune,3,3,4,SQL,Finance,52,24,Other,Contract,1,21200.0
25,3,41,Lead,Mumbai,2,1,4,Java,Operations,56,4,Male,Contract,1,75800.0
23,2,41,Analyst,Pune,1,3,1,Python,IT,48,4,Male,PartTime,0,67200.0
4,3,51,Intern,Bangalore,0,4,3,C++,Finance,36,27,Male,FullTime,0,23700.0
10,2,21,Analyst,Delhi,0,2,3,SQL,IT,55,19,Female,PartTime,0,27200.0
10,3,61,Manager,Chennai,0,4,1,SQL,IT,48,26,Male,Contract,1,45900.0
23,5,47,Consultant,Chennai,3,3,5,C++,Operations,41,9,Female,PartTime,0,83400.0
13,1,22,Manager,Mumbai,3,3,3,C++,HR,40,15,Male,PartTime,0,28500.0
12,4,49,Consultant,Pune,5,1,2,Python,Operations,40,8,Male,Contract,0,46200.0
29,5,62,Analyst,Bangalore,5,1,3,JavaScript,Finance,56,18,Male,Contract,0,106200.0
7,3,21,Manager,Mumbai,1,5,2,Java,IT,55,1,Other,FullTime,0,15600.0
14,2,62,Intern,Hyderabad,0,0,3,SQL,Finance,53,19,Other,Contract,0,11200.0
11,4,28,Analyst,Mumbai,2,2,1,Python,IT,56,21,Female,PartTime,1,47000.0
2,2,55,Engineer,Mumbai,2,4,1,Java,Operations,46,6,Other,PartTime,1,13200.0
20,2,55,Lead,Pune,3,2,4,Java,Admin,45,14,Other,FullTime,1,66700.0
22,1,27,Analyst,Hyderabad,0,0,4,C++,Finance,59,21,Female,FullTime,0,45000.0
4,3,43,Manager,Hyderabad,4,3,3,SQL,HR,58,16,Female,PartTime,1,33900.0
5,1,43,Consultant,Mumbai,5,4,5,C++,IT,39,28,Male,PartTime,1,21000.0
1,2,63,Intern,Bangalore,2,4,1,Python,Admin,43,28,Male,FullTime,1,24200.0
7,1,59,Consultant,Hyderabad,4,2,1,Python,Finance,44,18,Male,Contract,0,19500.0
4,5,39,Manager,Delhi,4,5,1,Java,IT,36,14,Other,FullTime,1,37300.0
21,2,35,Consultant,Hyderabad,2,5,4,SQL,IT,46,15,Male,FullTime,1,41900.0
16,2,28,Consultant,Chennai,5,3,2,Python,Admin,49,12,Male,PartTime,1,51400.0
25,5,53,Manager,Pune,3,5,2,Python,HR,41,22,Female,FullTime,0,84500.0
1,2,55,Engineer,Hyderabad,0,2,2,C++,Operations,41,17,Female,FullTime,1,14200.0
10,4,60,Intern,Hyderabad,0,2,5,JavaScript,HR,40,24,Female,FullTime,1,37400.0
3,4,33,Engineer,Delhi,3,4,5,SQL,Admin,38,28,Male,FullTime,0,7200.0
10,3,51,Consultant,Bangalore,3,3,2,Python,Admin,44,10,Other,FullTime,0,23200.0
8,3,27,Consultant,Pune,3,3,5,Python,Operations,40,12,Female,Contract,1,35400.0
5,1,40,Intern,Mumbai,5,4,4,Python,Finance,52,21,Other,Contract,0,19600.0
23,1,58,Engineer,Delhi,1,3,2,Java,HR,37,0,Female,Contract,1,64700.0
1,5,28,Analyst,Delhi,0,2,1,Python,Finance,40,29,Male,PartTime,1,29700.0
25,5,56,Lead,Delhi,2,2,2,C++,Operations,52,29,Female,FullTime,0,82400.0
14,2,34,Engineer,Bangalore,3,0,5,SQL,Operations,46,23,Other,FullTime,0,22600.0
4,3,50,Consultant,Mumbai,1,3,3,SQL,Operations,52,18,Male,Contract,0,30400.0
27,3,29,Manager,Hyderabad,4,3,1,SQL,Admin,45,22,Female,Contract,1,69200.0
11,3,33,Manager,Chennai,5,2,1,Python,Operations,42,24,Male,Contract,1,49400.0
12,3,32,Engineer,Pune,3,2,4,SQL,HR,53,18,Male,PartTime,0,37100.0
16,1,22,Intern,Delhi,4,3,1,Java,Finance,45,30,Female,FullTime,0,24400.0
3,4,58,Lead,Mumbai,3,3,4,C++,Finance,36,16,Other,FullTime,0,26000.0
9,5,41,Lead,Bangalore,2,3,5,Python,Finance,44,17,Female,FullTime,0,48000.0
0,5,49,Intern,Bangalore,2,4,4,Python,IT,36,20,Male,FullTime,1,36800.0
10,3,40,Lead,Mumbai,3,5,1,SQL,Operations,36,15,Male,Contract,1,42800.0
15,3,29,Intern,Delhi,3,3,3,C++,Finance,58,17,Male,PartTime,1,51100.0
10,1,35,Manager,Chennai,0,5,4,JavaScript,HR,35,23,Male,Contract,0,37500.0
8,1,53,Analyst,Pune,5,5,3,Python,Operations,56,7,Male,PartTime,0,20900.0
1,5,27,Consultant,Pune,2,2,5,Java,HR,47,11,Female,Contract,1,36800.0
6,3,23,Director,Bangalore,1,5,3,SQL,IT,55,7,Female,Contract,1,35700.0
18,3,43,Engineer,Hyderabad,4,0,4,C++,IT,42,30,Female,PartTime,1,42000.0
29,5,42,Engineer,Bangalore,5,2,3,Java,IT,54,10,Male,PartTime,1,83300.0
17,1,59,Director,Chennai,4,1,5,JavaScript,IT,49,26,Male,Contract,0,32600.0
28,5,33,Director,Mumbai,2,3,2,Python,IT,37,14,Male,FullTime,1,94400.0
19,1,29,Manager,Mumbai,4,4,1,JavaScript,Finance,57,7,Male,FullTime,1,40900.0
6,1,54,Manager,Delhi,1,5,5,SQL,Operations,41,22,Other,FullTime,0,25200.0
22,1,32,Engineer,Bangalore,3,5,5,JavaScript,Admin,41,25,Male,FullTime,1,43400.0
8,3,54,Consultant,Hyderabad,1,5,5,Python,Operations,36,26,Female,FullTime,0,39200.0
11,5,53,Intern,Delhi,2,1,2,C++,HR,45,1,Male,Contract,1,60700.0
28,1,55,Consultant,Mumbai,1,1,1,JavaScript,Finance,51,4,Male,PartTime,0,54900.0
2,4,48,Analyst,Chennai,2,5,5,C++,IT,42,18,Male,FullTime,0,15700.0
22,1,59,Intern,Chennai,4,5,2,Python,HR,48,20,Female,PartTime,1,65200.0
21,1,23,Engineer,Hyderabad,3,4,3,C++,HR,44,16,Male,FullTime,1,47400.0
25,1,32,Engineer,Delhi,1,4,2,SQL,HR,39,19,Female,FullTime,1,69800.0
15,2,63,Engineer,Hyderabad,4,2,3,JavaScript,Finance,58,15,Male,Contract,1,47200.0
6,4,33,Manager,Hyderabad,3,3,1,JavaScript,HR,50,25,Other,Contract,0,51500.0
22,3,23,Engineer,Bangalore,5,1,3,Python,HR,48,9,Female,FullTime,1,78900.0
25,5,38,Consultant,Chennai,1,3,3,SQL,Operations,57,11,Male,Contract,0,87400.0
4,5,46,Analyst,Bangalore,0,2,2,Python,Admin,52,12,Female,FullTime,1,52400.0
24,5,30,Consultant,Hyderabad,3,3,5,JavaScript,IT,55,8,Male,Contract,0,63700.0
22,3,24,Analyst,Bangalore,5,1,1,C++,Admin,59,11,Male,Contract,0,61700.0
6,1,57,Analyst,Pune,4,3,2,JavaScript,Admin,58,22,Female,Contract,1,23700.0
27,4,32,Engineer,Pune,5,3,4,JavaScript,Finance,39,17,Female,PartTime,1,92000.0
29,5,36,Director,Hyderabad,3,2,3,C++,Admin,48,23,Female,Contract,1,76200.0
18,2,37,Engineer,Hyderabad,4,1,1,JavaScript,HR,36,5,Female,FullTime,0,37500.0
16,2,60,Consultant,Pune,3,4,1,SQL,Finance,57,5,Female,FullTime,1,50800.0
15,4,51,Director,Delhi,1,0,3,JavaScript,Admin,46,4,Male,Contract,0,60000.0
29,5,46,Engineer,Delhi,2,4,5,C++,IT,55,2,Other,FullTime,1,79300.0
29,1,22,Analyst,Hyderabad,0,4,5,Python,HR,40,7,Other,PartTime,1,81000.0
20,5,49,Consultant,Pune,0,5,3,C++,Operations,49,7,Female,PartTime,0,81300.0
23,1,50,Director,Chennai,5,0,3,Java,Admin,48,3,Male,PartTime,1,47900.0
20,5,31,Consultant,Chennai,4,4,1,C++,Admin,40,7,Male,Contract,0,55100.0
25,2,57,Analyst,Bangalore,5,4,5,JavaScript,IT,58,0,Male,PartTime,0,72300.0
18,3,54,Engineer,Pune,2,5,3,C++,Admin,43,8,Male,FullTime,0,48300.0
24,4,27,Consultant,Mumbai,0,3,3,C++,HR,56,23,Male,FullTime,0,81900.0
17,1,59,Manager,Chennai,1,2,5,JavaScript,Operations,43,2,Other,Contract,0,41700.0
30,3,49,Director,Bangalore,5,0,2,C++,HR,47,7,Other,Contract,0,94000.0
18,1,53,Consultant,Delhi,0,3,2,SQL,IT,52,20,Female,FullTime,0,47600.0
27,4,47,Engineer,Hyderabad,5,1,1,Python,IT,57,15,Other,Contract,0,89700.0
3,3,36,Consultant,Mumbai,2,4,2,Python,IT,39,1,Male,FullTime,1,26500.0
25,3,37,Analyst,Delhi,5,0,4,SQL,HR,42,8,Other,Contract,0,69300.0
0,4,31,Lead,Hyderabad,5,5,1,JavaScript,IT,53,24,Female,FullTime,0,7900.0
26,4,34,Intern,Mumbai,4,2,3,C++,Finance,43,25,Female,PartTime,1,65200.0
3,1,33,Manager,Chennai,3,4,2,C++,Admin,58,26,Male,PartTime,1,16300.0
3,3,55,Lead,Delhi,0,4,5,Java,Finance,45,7,Male,PartTime,0,26200.0
8,4,46,Consultant,Pune,2,5,3,Java,Admin,56,7,Male,Contract,1,55300.0
7,1,45,Intern,Hyderabad,0,0,1,Java,Admin,43,26,Male,PartTime,1,18700.0
1,5,60,Consultant,Delhi,4,4,5,SQL,Admin,54,10,Other,FullTime,1,9200.0
28,4,64,Lead,Mumbai,1,2,2,Java,Operations,36,21,Female,PartTime,0,94000.0
22,3,63,Manager,Delhi,3,3,1,C++,HR,58,18,Male,PartTime,0,83800.0
5,5,32,Analyst,Mumbai,3,1,4,Java,IT,46,24,Male,FullTime,0,36800.0
22,4,24,Lead,Pune,1,0,2,C++,Finance,55,3,Male,FullTime,0,80900.0
10,2,62,Lead,Delhi,1,3,5,C++,HR,41,15,Male,PartTime,1,52900.0
3,3,61,Engineer,Pune,0,2,2,SQL,IT,59,14,Female,PartTime,0,36200.0
29,3,47,Manager,Mumbai,4,3,2,SQL,HR,36,15,Other,PartTime,0,82700.0
13,1,28,Intern,Delhi,3,4,2,Python,HR,37,29,Other,FullTime,0,13400.0
20,2,28,Consultant,Delhi,4,4,4,C++,Operations,50,14,Female,Contract,0,56800.0
21,4,49,Director,Delhi,3,4,3,Java,Admin,54,9,Male,PartTime,0,43700.0
8,2,23,Lead,Mumbai,2,5,3,SQL,Admin,51,14,Other,PartTime,0,24200.0
1,4,41,Engineer,Mumbai,4,4,2,JavaScript,Operations,48,27,Male,Contract,1,41400.0
26,1,51,Manager,Mumbai,0,3,1,Python,IT,49,17,Male,PartTime,0,60000.0
24,5,33,Intern,Hyderabad,4,1,1,C++,Operations,46,29,Female,PartTime,1,85200.0
25,2,51,Intern,Delhi,1,4,4,C++,Admin,58,12,Other,PartTime,0,63500.0
0,3,37,Director,Mumbai,1,1,4,JavaScript,IT,52,29,Other,FullTime,0,15600.0
3,4,52,Director,Pune,4,5,1,SQL,Operations,54,5,Female,Contract,0,26900.0
11,2,44,Lead,Chennai,5,0,1,JavaScript,HR,40,13,Other,Contract,1,35000.0
4,4,22,Analyst,Chennai,4,5,1,C++,IT,44,9,Female,Contract,0,37000.0
8,2,62,Manager,Hyderabad,3,2,3,C++,Finance,36,26,Other,Contract,0,18600.0
30,3,23,Engineer,Delhi,5,4,5,JavaScript,HR,36,17,Other,Contract,0,67700.0
21,4,46,Manager,Delhi,3,4,4,C++,Admin,41,11,Female,FullTime,1,54900.0
3,4,22,Engineer,Bangalore,2,1,1,JavaScript,Admin,45,14,Other,Contract,0,17900.0
15,5,53,Lead,Chennai,2,3,4,JavaScript,Admin,44,0,Male,FullTime,1,61300.0
1,1,54,Manager,Pune,3,5,2,Python,IT,43,22,Male,FullTime,0,-5200.0
15,2,46,Lead,Pune,2,1,4,SQL,Finance,43,4,Male,PartTime,0,42200.0
15,3,54,Analyst,Chennai,5,1,5,Java,Operations,57,4,Male,FullTime,1,60700.0
20,5,58,Engineer,Pune,2,2,4,C++,HR,42,18,Male,PartTime,0,68500.0
23,5,34,Analyst,Delhi,0,0,1,JavaScript,HR,58,11,Male,FullTime,1,76000.0
23,1,51,Engineer,Mumbai,4,0,4,Java,Admin,43,9,Female,Contract,0,23600.0
21,3,40,Intern,Bangalore,0,4,2,C++,Finance,42,14,Female,Contract,1,60700.0
10,2,30,Analyst,Mumbai,0,0,5,Python,Admin,56,14,Male,Contract,0,45000.0
0,4,40,Manager,Mumbai,2,5,1,JavaScript,HR,36,12,Male,Contract,1,13800.0
14,1,53,Intern,Delhi,4,5,1,JavaScript,HR,56,25,Other,FullTime,0,23900.0
23,4,22,Engineer,Hyderabad,1,0,1,C++,Operations,51,21,Male,FullTime,1,80300.0
3,5,32,Consultant,Pune,1,2,4,Java,Finance,57,30,Male,Contract,1,49900.0
30,4,36,Lead,Delhi,0,1,1,Python,HR,55,16,Other,PartTime,0,85300.0
29,2,29,Engineer,Mumbai,0,3,5,C++,Finance,46,2,Female,FullTime,1,68700.0
17,2,31,Consultant,Pune,4,5,2,Python,Operations,53,18,Female,FullTime,1,22300.0
16,4,41,Director,Delhi,5,3,4,C++,Finance,46,18,Other,PartTime,1,48600.0
6,4,32,Consultant,Delhi,4,3,4,Python,IT,38,14,Other,PartTime,1,43700.0
17,1,24,Engineer,Pune,0,3,4,Python,IT,43,20,Male,FullTime,1,53900.0
12,2,46,Engineer,Hyderabad,2,0,3,Java,Operations,44,10,Female,FullTime,1,53300.0
19,4,39,Intern,Bangalore,3,2,5,Java,IT,52,0,Other,PartTime,0,67900.0
19,3,62,Director,Pune,5,0,1,Python,Admin,52,7,Other,PartTime,1,78600.0
28,1,37,Analyst,Bangalore,5,2,4,SQL,IT,37,3,Female,Contract,0,51500.0
9,1,64,Consultant,Mumbai,4,1,3,C++,Operations,55,24,Male,FullTime,1,37200.0
30,1,21,Analyst,Bangalore,4,1,4,JavaScript,IT,38,30,Other,PartTime,0,73800.0
0,1,28,Engineer,Mumbai,4,3,5,JavaScript,IT,59,28,Male,Contract,0,12000.0
1,4,50,Analyst,Chennai,5,1,2,C++,Operations,36,5,Male,Contract,0,31900.0
